Driver,Team,LapTime,Year,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,DriverPoints,TeamPoints,DriverAvgQualiPos,TeamAvgQualiPos,IsStreetCircuit,F1Era,CircuitCorners,TrackAirDiff,IsHighHumidity,DriverQualiPace,DriverSeasons,CircuitLength,TeamPointsContribution,Event,CircuitId,CarEngine
SAI,Ferrari,102.614,2023,19.3,81.0,1011.7,False,32.5,20.0,26.0,4.67,4.33,True,GroundEffect,20,13.2,True,-0.34,8,6.003,0.77,Q1,baku,Ferrari
SAI,Ferrari,102.197,2023,19.4,82.0,1011.7,False,31.6,20.0,26.0,4.67,4.33,True,GroundEffect,20,12.2,True,-0.34,8,6.003,0.77,Q1,baku,Ferrari
HAM,Mercedes,102.113,2023,19.4,82.0,1011.7,False,30.5,38.0,56.0,6.0,5.0,True,GroundEffect,20,11.1,True,-1.0,16,6.003,0.68,Q1,baku,Mercedes
ALO,Aston Martin,102.485,2023,19.5,81.0,1011.7,False,30.2,45.0,65.0,4.0,5.33,True,GroundEffect,20,10.7,True,1.33,19,6.003,0.69,Q1,baku,Mercedes
ALO,Aston Martin,101.72,2023,19.5,81.0,1011.7,False,30.1,45.0,65.0,4.0,5.33,True,GroundEffect,20,10.6,True,1.33,19,6.003,0.69,Q1,baku,Mercedes
NOR,McLaren,102.791,2023,19.5,82.0,1011.7,False,30.0,8.0,12.0,14.33,14.33,True,GroundEffect,20,10.5,True,0.0,4,6.003,0.67,Q1,baku,Mercedes
NOR,McLaren,102.154,2023,19.4,83.0,1011.5,False,29.0,8.0,12.0,14.33,14.33,True,GroundEffect,20,9.6,True,0.0,4,6.003,0.67,Q1,baku,Mercedes
TSU,AlphaTauri,102.723,2023,19.4,83.0,1011.5,False,29.4,1.0,1.0,14.0,15.67,True,GroundEffect,20,10.0,True,1.67,2,6.003,1.0,Q1,baku,Honda RBPT
TSU,AlphaTauri,102.234,2023,19.4,83.0,1011.5,False,28.8,1.0,1.0,14.0,15.67,True,GroundEffect,20,9.4,True,1.67,2,6.003,1.0,Q1,baku,Honda RBPT
STR,Aston Martin,103.562,2023,19.4,83.0,1011.5,False,29.0,20.0,65.0,6.67,5.33,True,GroundEffect,20,9.6,True,-1.34,6,6.003,0.31,Q1,baku,Mercedes
STR,Aston Martin,102.524,2023,19.7,78.0,1011.7,False,38.2,20.0,65.0,6.67,5.33,True,GroundEffect,20,18.5,True,-1.34,6,6.003,0.31,Q1,baku,Mercedes
STR,Aston Martin,102.765,2023,19.7,78.0,1011.7,False,37.8,20.0,65.0,6.67,5.33,True,GroundEffect,20,18.1,True,-1.34,6,6.003,0.31,Q1,baku,Mercedes
PIA,McLaren,103.315,2023,19.6,78.0,1011.7,False,37.6,4.0,12.0,14.33,14.33,True,GroundEffect,20,18.0,True,0.0,0,6.003,0.33,Q1,baku,Mercedes
PIA,McLaren,102.779,2023,19.6,79.0,1011.7,False,36.2,4.0,12.0,14.33,14.33,True,GroundEffect,20,16.6,True,0.0,0,6.003,0.33,Q1,baku,Mercedes
PIA,McLaren,102.455,2023,19.4,80.0,1011.7,False,33.6,4.0,12.0,14.33,14.33,True,GroundEffect,20,14.2,True,0.0,0,6.003,0.33,Q1,baku,Mercedes
RUS,Mercedes,102.538,2023,19.3,81.0,1011.7,False,32.9,18.0,56.0,4.0,5.0,True,GroundEffect,20,13.6,True,1.0,4,6.003,0.32,Q1,baku,Mercedes
RUS,Mercedes,102.073,2023,19.3,81.0,1011.7,False,32.5,18.0,56.0,4.0,5.0,True,GroundEffect,20,13.2,True,1.0,4,6.003,0.32,Q1,baku,Mercedes
OCO,Alpine,102.622,2023,19.4,82.0,1011.5,False,31.0,4.0,8.0,9.0,11.0,True,GroundEffect,20,11.6,True,2.0,7,6.003,0.5,Q1,baku,Renault
OCO,Alpine,102.871,2023,19.4,82.0,1011.7,False,31.0,4.0,8.0,9.0,11.0,True,GroundEffect,20,11.6,True,2.0,7,6.003,0.5,Q1,baku,Renault
ALB,Williams,102.171,2023,19.5,82.0,1011.7,False,30.0,1.0,1.0,13.33,15.67,True,GroundEffect,20,10.5,True,2.34,4,6.003,1.0,Q1,baku,Mercedes
ALB,Williams,102.197,2023,19.5,82.0,1011.7,False,29.7,1.0,1.0,13.33,15.67,True,GroundEffect,20,10.2,True,2.34,4,6.003,1.0,Q1,baku,Mercedes
BOT,Alfa Romeo,102.958,2023,19.4,83.0,1011.5,False,29.0,4.0,6.0,15.0,14.5,True,GroundEffect,20,9.6,True,-0.5,10,6.003,0.67,Q1,baku,Ferrari
BOT,Alfa Romeo,102.582,2023,19.3,83.0,1011.5,False,29.2,4.0,6.0,15.0,14.5,True,GroundEffect,20,9.9,True,-0.5,10,6.003,0.67,Q1,baku,Ferrari
SAR,Williams,102.878,2023,19.4,83.0,1011.5,False,28.8,0.0,1.0,18.0,15.67,True,GroundEffect,20,9.4,True,-2.33,0,6.003,0.0,Q1,baku,Mercedes
SAR,Williams,102.242,2023,19.4,83.0,1011.5,False,29.0,0.0,1.0,18.0,15.67,True,GroundEffect,20,9.6,True,-2.33,0,6.003,0.0,Q1,baku,Mercedes
ZHO,Alfa Romeo,102.985,2023,19.7,78.0,1011.7,False,37.8,2.0,6.0,14.0,14.5,True,GroundEffect,20,18.1,True,0.5,1,6.003,0.33,Q1,baku,Ferrari
ZHO,Alfa Romeo,102.642,2023,19.6,78.0,1011.7,False,37.7,2.0,6.0,14.0,14.5,True,GroundEffect,20,18.1,True,0.5,1,6.003,0.33,Q1,baku,Ferrari
HUL,Haas F1 Team,102.791,2023,19.3,80.0,1011.7,False,33.9,6.0,7.0,10.33,12.5,True,GroundEffect,20,14.6,True,2.17,10,6.003,0.86,Q1,baku,Ferrari
HUL,Haas F1 Team,102.755,2023,19.2,81.0,1011.5,False,32.9,6.0,7.0,10.33,12.5,True,GroundEffect,20,13.7,True,2.17,10,6.003,0.86,Q1,baku,Ferrari
GAS,Alpine,104.853,2023,19.3,81.0,1011.7,False,32.3,4.0,8.0,13.0,11.0,True,GroundEffect,20,13.0,True,-2.0,6,6.003,0.5,Q1,baku,Renault
LEC,Ferrari,101.216,2023,19.4,82.0,1011.7,False,31.6,6.0,26.0,4.0,4.33,True,GroundEffect,20,12.2,True,0.33,5,6.003,0.23,Q2,baku,Ferrari
LEC,Ferrari,101.037,2023,19.4,82.0,1011.7,False,31.0,6.0,26.0,4.0,4.33,True,GroundEffect,20,11.6,True,0.33,5,6.003,0.23,Q2,baku,Ferrari
VER,Red Bull Racing,101.193,2023,19.4,82.0,1011.7,False,31.0,69.0,123.0,5.67,6.67,True,GroundEffect,20,11.6,True,1.0,8,6.003,0.56,Q2,baku,Honda RBPT
VER,Red Bull Racing,100.822,2023,19.4,82.0,1011.7,False,30.4,69.0,123.0,5.67,6.67,True,GroundEffect,20,11.0,True,1.0,8,6.003,0.56,Q2,baku,Honda RBPT
PER,Red Bull Racing,101.131,2023,19.5,82.0,1011.7,False,30.0,54.0,123.0,7.67,6.67,True,GroundEffect,20,10.5,True,-1.0,12,6.003,0.44,Q2,baku,Honda RBPT
SAI,Ferrari,101.517,2023,19.5,82.0,1011.7,False,29.7,20.0,26.0,4.67,4.33,True,GroundEffect,20,10.2,True,-0.34,8,6.003,0.77,Q2,baku,Ferrari
SAI,Ferrari,101.369,2023,19.3,83.0,1011.5,False,29.0,20.0,26.0,4.67,4.33,True,GroundEffect,20,9.7,True,-0.34,8,6.003,0.77,Q2,baku,Ferrari
HAM,Mercedes,102.173,2023,19.3,83.0,1011.5,False,29.2,38.0,56.0,6.0,5.0,True,GroundEffect,20,9.9,True,-1.0,16,6.003,0.68,Q2,baku,Mercedes
HAM,Mercedes,101.65,2023,19.3,83.0,1011.5,False,29.4,38.0,56.0,6.0,5.0,True,GroundEffect,20,10.1,True,-1.0,16,6.003,0.68,Q2,baku,Mercedes
ALO,Aston Martin,101.4,2023,19.4,83.0,1011.5,False,28.8,45.0,65.0,4.0,5.33,True,GroundEffect,20,9.4,True,1.33,19,6.003,0.69,Q2,baku,Mercedes
ALO,Aston Martin,101.37,2023,19.4,83.0,1011.5,False,29.0,45.0,65.0,4.0,5.33,True,GroundEffect,20,9.6,True,1.33,19,6.003,0.69,Q2,baku,Mercedes
NOR,McLaren,101.631,2023,19.6,78.0,1011.7,False,38.5,8.0,12.0,14.33,14.33,True,GroundEffect,20,18.9,True,0.0,4,6.003,0.67,Q2,baku,Mercedes
NOR,McLaren,101.485,2023,19.6,78.0,1011.5,False,38.1,8.0,12.0,14.33,14.33,True,GroundEffect,20,18.5,True,0.0,4,6.003,0.67,Q2,baku,Mercedes
TSU,AlphaTauri,102.641,2023,19.6,78.0,1011.7,False,37.7,1.0,1.0,14.0,15.67,True,GroundEffect,20,18.1,True,1.67,2,6.003,1.0,Q2,baku,Honda RBPT
TSU,AlphaTauri,102.038,2023,19.6,79.0,1011.7,False,36.2,1.0,1.0,14.0,15.67,True,GroundEffect,20,16.6,True,1.67,2,6.003,1.0,Q2,baku,Honda RBPT
TSU,AlphaTauri,101.569,2023,19.3,80.0,1011.7,False,33.6,1.0,1.0,14.0,15.67,True,GroundEffect,20,14.3,True,1.67,2,6.003,1.0,Q2,baku,Honda RBPT
STR,Aston Martin,102.201,2023,19.3,80.0,1011.7,False,33.9,20.0,65.0,6.67,5.33,True,GroundEffect,20,14.6,True,-1.34,6,6.003,0.31,Q2,baku,Mercedes
STR,Aston Martin,101.576,2023,19.2,81.0,1011.5,False,32.9,20.0,65.0,6.67,5.33,True,GroundEffect,20,13.7,True,-1.34,6,6.003,0.31,Q2,baku,Mercedes
PIA,McLaren,102.228,2023,19.3,81.0,1011.7,False,32.9,4.0,12.0,14.33,14.33,True,GroundEffect,20,13.6,True,0.0,0,6.003,0.33,Q2,baku,Mercedes
PIA,McLaren,102.165,2023,19.2,81.0,1011.7,False,32.5,4.0,12.0,14.33,14.33,True,GroundEffect,20,13.3,True,0.0,0,6.003,0.33,Q2,baku,Mercedes
PIA,McLaren,101.636,2023,19.3,81.0,1011.7,False,32.3,4.0,12.0,14.33,14.33,True,GroundEffect,20,13.0,True,0.0,0,6.003,0.33,Q2,baku,Mercedes
RUS,Mercedes,102.007,2023,19.4,82.0,1011.7,False,31.6,18.0,56.0,4.0,5.0,True,GroundEffect,20,12.2,True,1.0,4,6.003,0.32,Q2,baku,Mercedes
RUS,Mercedes,101.654,2023,19.6,81.0,1011.7,False,31.7,18.0,56.0,4.0,5.0,True,GroundEffect,20,12.1,True,1.0,4,6.003,0.32,Q2,baku,Mercedes
OCO,Alpine,102.179,2023,19.4,82.0,1011.7,False,30.5,4.0,8.0,9.0,11.0,True,GroundEffect,20,11.1,True,2.0,7,6.003,0.5,Q2,baku,Renault
OCO,Alpine,102.159,2023,19.4,82.0,1011.7,False,30.4,4.0,8.0,9.0,11.0,True,GroundEffect,20,11.0,True,2.0,7,6.003,0.5,Q2,baku,Renault
OCO,Alpine,101.798,2023,19.5,81.0,1011.7,False,30.4,4.0,8.0,9.0,11.0,True,GroundEffect,20,10.9,True,2.0,7,6.003,0.5,Q2,baku,Renault
ALB,Williams,102.203,2023,19.5,81.0,1011.7,False,30.1,1.0,1.0,13.33,15.67,True,GroundEffect,20,10.6,True,2.34,4,6.003,1.0,Q2,baku,Mercedes
ALB,Williams,101.958,2023,19.5,82.0,1011.7,False,30.0,1.0,1.0,13.33,15.67,True,GroundEffect,20,10.5,True,2.34,4,6.003,1.0,Q2,baku,Mercedes
ALB,Williams,101.818,2023,19.5,82.0,1011.7,False,29.7,1.0,1.0,13.33,15.67,True,GroundEffect,20,10.2,True,2.34,4,6.003,1.0,Q2,baku,Mercedes
BOT,Alfa Romeo,102.641,2023,19.5,82.0,1011.7,False,29.6,4.0,6.0,15.0,14.5,True,GroundEffect,20,10.1,True,-0.5,10,6.003,0.67,Q2,baku,Ferrari
BOT,Alfa Romeo,102.259,2023,19.4,83.0,1011.5,False,29.0,4.0,6.0,15.0,14.5,True,GroundEffect,20,9.6,True,-0.5,10,6.003,0.67,Q2,baku,Ferrari
BOT,Alfa Romeo,102.263,2023,19.3,83.0,1011.5,False,29.2,4.0,6.0,15.0,14.5,True,GroundEffect,20,9.9,True,-0.5,10,6.003,0.67,Q2,baku,Ferrari
SAR,Williams,102.729,2023,19.3,83.0,1011.5,False,29.4,0.0,1.0,18.0,15.67,True,GroundEffect,20,10.1,True,-2.33,0,6.003,0.0,Q2,baku,Mercedes
SAR,Williams,102.395,2023,19.4,83.0,1011.5,False,28.8,0.0,1.0,18.0,15.67,True,GroundEffect,20,9.4,True,-2.33,0,6.003,0.0,Q2,baku,Mercedes
SAR,Williams,102.452,2023,19.4,83.0,1011.5,False,29.0,0.0,1.0,18.0,15.67,True,GroundEffect,20,9.6,True,-2.33,0,6.003,0.0,Q2,baku,Mercedes
LEC,Ferrari,100.445,2023,19.6,78.0,1011.7,False,38.5,6.0,26.0,4.0,4.33,True,GroundEffect,20,18.9,True,0.33,5,6.003,0.23,Q3,baku,Ferrari
LEC,Ferrari,100.203,2023,19.7,78.0,1011.7,False,38.2,6.0,26.0,4.0,4.33,True,GroundEffect,20,18.5,True,0.33,5,6.003,0.23,Q3,baku,Ferrari
VER,Red Bull Racing,100.445,2023,19.7,78.0,1011.7,False,37.8,69.0,123.0,5.67,6.67,True,GroundEffect,20,18.1,True,1.0,8,6.003,0.56,Q3,baku,Honda RBPT
VER,Red Bull Racing,100.391,2023,19.6,78.0,1011.7,False,37.6,69.0,123.0,5.67,6.67,True,GroundEffect,20,18.0,True,1.0,8,6.003,0.56,Q3,baku,Honda RBPT
PER,Red Bull Racing,100.563,2023,19.6,79.0,1011.7,False,36.2,54.0,123.0,7.67,6.67,True,GroundEffect,20,16.6,True,-1.0,12,6.003,0.44,Q3,baku,Honda RBPT
PER,Red Bull Racing,100.495,2023,19.3,80.0,1011.7,False,33.6,54.0,123.0,7.67,6.67,True,GroundEffect,20,14.3,True,-1.0,12,6.003,0.44,Q3,baku,Honda RBPT
SAI,Ferrari,101.016,2023,19.3,80.0,1011.7,False,33.9,20.0,26.0,4.67,4.33,True,GroundEffect,20,14.6,True,-0.34,8,6.003,0.77,Q3,baku,Ferrari
HAM,Mercedes,101.177,2023,19.2,81.0,1011.5,False,32.9,38.0,56.0,6.0,5.0,True,GroundEffect,20,13.7,True,-1.0,16,6.003,0.68,Q3,baku,Mercedes
HAM,Mercedes,101.276,2023,19.3,81.0,1011.7,False,32.9,38.0,56.0,6.0,5.0,True,GroundEffect,20,13.6,True,-1.0,16,6.003,0.68,Q3,baku,Mercedes
ALO,Aston Martin,102.081,2023,19.3,81.0,1011.7,False,32.5,45.0,65.0,4.0,5.33,True,GroundEffect,20,13.2,True,1.33,19,6.003,0.69,Q3,baku,Mercedes
ALO,Aston Martin,101.253,2023,19.3,81.0,1011.7,False,32.3,45.0,65.0,4.0,5.33,True,GroundEffect,20,13.0,True,1.33,19,6.003,0.69,Q3,baku,Mercedes
NOR,McLaren,101.594,2023,19.4,82.0,1011.7,False,31.6,8.0,12.0,14.33,14.33,True,GroundEffect,20,12.2,True,0.0,4,6.003,0.67,Q3,baku,Mercedes
NOR,McLaren,101.281,2023,19.4,82.0,1011.7,False,31.0,8.0,12.0,14.33,14.33,True,GroundEffect,20,11.6,True,0.0,4,6.003,0.67,Q3,baku,Mercedes
TSU,AlphaTauri,102.038,2023,19.4,82.0,1011.7,False,31.0,1.0,1.0,14.0,15.67,True,GroundEffect,20,11.6,True,1.67,2,6.003,1.0,Q3,baku,Honda RBPT
TSU,AlphaTauri,101.581,2023,19.4,82.0,1011.7,False,30.4,1.0,1.0,14.0,15.67,True,GroundEffect,20,11.0,True,1.67,2,6.003,1.0,Q3,baku,Honda RBPT
STR,Aston Martin,101.971,2023,19.5,81.0,1011.7,False,30.2,20.0,65.0,6.67,5.33,True,GroundEffect,20,10.7,True,-1.34,6,6.003,0.31,Q3,baku,Mercedes
STR,Aston Martin,101.611,2023,19.5,81.0,1011.7,False,30.1,20.0,65.0,6.67,5.33,True,GroundEffect,20,10.6,True,-1.34,6,6.003,0.31,Q3,baku,Mercedes
PIA,McLaren,102.097,2023,19.5,82.0,1011.7,False,30.0,4.0,12.0,14.33,14.33,True,GroundEffect,20,10.5,True,0.0,0,6.003,0.33,Q3,baku,Mercedes
PIA,McLaren,101.611,2023,19.5,82.0,1011.7,False,29.7,4.0,12.0,14.33,14.33,True,GroundEffect,20,10.2,True,0.0,0,6.003,0.33,Q3,baku,Mercedes
VER,Red Bull Racing,103.288,2023,24.3,71.0,1011.2,False,47.5,69.0,123.0,5.67,6.67,True,GroundEffect,20,23.2,True,1.0,8,6.003,0.56,SQ1,baku,Honda RBPT
PER,Red Bull Racing,103.858,2023,25.0,66.0,1011.2,False,48.8,54.0,123.0,7.67,6.67,True,GroundEffect,20,23.8,False,-1.0,12,6.003,0.44,SQ1,baku,Honda RBPT
ALO,Aston Martin,104.302,2023,24.4,68.0,1011.0,False,48.5,45.0,65.0,4.0,5.33,True,GroundEffect,20,24.1,False,1.33,19,6.003,0.69,SQ1,baku,Mercedes
ALO,Aston Martin,103.789,2023,24.3,68.0,1011.0,False,48.6,45.0,65.0,4.0,5.33,True,GroundEffect,20,24.3,False,1.33,19,6.003,0.69,SQ1,baku,Mercedes
LEC,Ferrari,103.372,2023,24.4,69.0,1011.0,False,48.6,6.0,26.0,4.0,4.33,True,GroundEffect,20,24.2,False,0.33,5,6.003,0.23,SQ1,baku,Ferrari
LEC,Ferrari,102.82,2023,24.7,67.0,1011.0,False,49.5,6.0,26.0,4.0,4.33,True,GroundEffect,20,24.8,False,0.33,5,6.003,0.23,SQ1,baku,Ferrari
STR,Aston Martin,104.285,2023,23.2,67.0,1010.9,False,48.5,20.0,65.0,6.67,5.33,True,GroundEffect,20,25.3,False,-1.34,6,6.003,0.31,SQ1,baku,Mercedes
STR,Aston Martin,103.879,2023,23.2,66.0,1010.9,False,48.4,20.0,65.0,6.67,5.33,True,GroundEffect,20,25.2,False,-1.34,6,6.003,0.31,SQ1,baku,Mercedes
NOR,McLaren,103.938,2023,24.4,69.0,1011.0,False,48.6,8.0,12.0,14.33,14.33,True,GroundEffect,20,24.2,False,0.0,4,6.003,0.67,SQ1,baku,Mercedes
SAI,Ferrari,104.466,2023,23.2,67.0,1010.9,False,48.5,20.0,26.0,4.67,4.33,True,GroundEffect,20,25.3,False,-0.34,8,6.003,0.77,SQ1,baku,Ferrari
SAI,Ferrari,103.622,2023,23.2,66.0,1010.9,False,48.4,20.0,26.0,4.67,4.33,True,GroundEffect,20,25.2,False,-0.34,8,6.003,0.77,SQ1,baku,Ferrari
RUS,Mercedes,104.884,2023,23.5,64.0,1010.9,False,49.7,18.0,56.0,4.0,5.0,True,GroundEffect,20,26.2,False,1.0,4,6.003,0.32,SQ1,baku,Mercedes
RUS,Mercedes,103.763,2023,23.4,64.0,1010.9,False,49.4,18.0,56.0,4.0,5.0,True,GroundEffect,20,26.0,False,1.0,4,6.003,0.32,SQ1,baku,Mercedes
PIA,McLaren,104.179,2023,24.4,69.0,1011.2,False,47.9,4.0,12.0,14.33,14.33,True,GroundEffect,20,23.5,False,0.0,0,6.003,0.33,SQ1,baku,Mercedes
ALO,Aston Martin,102.976,2023,25.0,65.0,1011.2,False,48.3,45.0,65.0,4.0,5.33,True,GroundEffect,20,23.3,False,1.33,19,6.003,0.69,SQ2,baku,Mercedes
STR,Aston Martin,103.561,2023,24.5,69.0,1011.0,False,49.0,20.0,65.0,6.67,5.33,True,GroundEffect,20,24.5,False,-1.34,6,6.003,0.31,SQ2,baku,Mercedes
STR,Aston Martin,103.375,2023,24.7,67.0,1011.0,False,49.5,20.0,65.0,6.67,5.33,True,GroundEffect,20,24.8,False,-1.34,6,6.003,0.31,SQ2,baku,Mercedes
ALB,Williams,103.621,2023,23.2,66.0,1011.0,False,48.4,1.0,1.0,13.33,15.67,True,GroundEffect,20,25.2,False,2.34,4,6.003,1.0,SQ2,baku,Mercedes
ALB,Williams,103.376,2023,23.3,67.0,1010.9,False,48.6,1.0,1.0,13.33,15.67,True,GroundEffect,20,25.3,False,2.34,4,6.003,1.0,SQ2,baku,Mercedes
HUL,Haas F1 Team,104.948,2023,23.5,64.0,1010.9,False,49.7,6.0,7.0,10.33,12.5,True,GroundEffect,20,26.2,False,2.17,10,6.003,0.86,SQ2,baku,Ferrari
NOR,McLaren,103.395,2023,24.6,68.0,1011.2,False,48.8,8.0,12.0,14.33,14.33,True,GroundEffect,20,24.2,False,0.0,4,6.003,0.67,SQ2,baku,Mercedes
SAI,Ferrari,102.909,2023,24.5,69.0,1011.0,False,49.0,20.0,26.0,4.67,4.33,True,GroundEffect,20,24.5,False,-0.34,8,6.003,0.77,SQ2,baku,Ferrari
RUS,Mercedes,103.112,2023,24.3,65.0,1011.0,False,48.5,18.0,56.0,4.0,5.0,True,GroundEffect,20,24.2,False,1.0,4,6.003,0.32,SQ2,baku,Mercedes
PIA,McLaren,104.106,2023,23.2,66.0,1011.0,False,48.4,4.0,12.0,14.33,14.33,True,GroundEffect,20,25.2,False,0.0,0,6.003,0.33,SQ2,baku,Mercedes
PIA,McLaren,103.427,2023,23.3,67.0,1010.9,False,48.6,4.0,12.0,14.33,14.33,True,GroundEffect,20,25.3,False,0.0,0,6.003,0.33,SQ2,baku,Mercedes
VER,Red Bull Racing,102.14,2023,23.5,64.0,1010.9,False,49.4,69.0,123.0,5.67,6.67,True,GroundEffect,20,25.9,False,1.0,8,6.003,0.56,SQ3,baku,Honda RBPT
PER,Red Bull Racing,101.876,2023,24.2,71.0,1011.2,False,47.2,54.0,123.0,7.67,6.67,True,GroundEffect,20,23.0,True,-1.0,12,6.003,0.44,SQ3,baku,Honda RBPT
ALO,Aston Martin,105.251,2023,24.8,66.0,1011.2,False,48.5,45.0,65.0,4.0,5.33,True,GroundEffect,20,23.7,False,1.33,19,6.003,0.69,SQ3,baku,Mercedes
LEC,Ferrari,101.697,2023,25.0,65.0,1011.2,False,48.3,6.0,26.0,4.0,4.33,True,GroundEffect,20,23.3,False,0.33,5,6.003,0.23,SQ3,baku,Ferrari
STR,Aston Martin,103.729,2023,24.4,68.0,1011.0,False,48.5,20.0,65.0,6.67,5.33,True,GroundEffect,20,24.1,False,-1.34,6,6.003,0.31,SQ3,baku,Mercedes
ALB,Williams,103.102,2023,24.5,69.0,1011.0,False,49.0,1.0,1.0,13.33,15.67,True,GroundEffect,20,24.5,False,2.34,4,6.003,1.0,SQ3,baku,Mercedes
HAM,Mercedes,102.556,2023,24.4,66.0,1010.9,False,49.3,38.0,56.0,6.0,5.0,True,GroundEffect,20,24.9,False,-1.0,16,6.003,0.68,SQ3,baku,Mercedes
SAI,Ferrari,102.287,2023,24.0,66.0,1010.7,False,47.8,20.0,26.0,4.67,4.33,True,GroundEffect,20,23.8,False,-0.34,8,6.003,0.77,SQ3,baku,Ferrari
RUS,Mercedes,102.838,2023,23.2,66.0,1011.0,False,48.4,18.0,56.0,4.0,5.0,True,GroundEffect,20,25.2,False,1.0,4,6.003,0.32,SQ3,baku,Mercedes
LEC,Ferrari,103.595,2024,27.2,40.0,1015.9,False,37.6,217.0,407.0,5.06,5.5,True,GroundEffect,20,10.4,False,0.44,6,6.003,0.53,Q1,baku,Ferrari
PIA,McLaren,103.845,2024,27.7,38.0,1016.1,False,38.4,197.0,438.0,4.94,4.12,True,GroundEffect,20,10.7,False,-0.82,1,6.003,0.45,Q1,baku,Mercedes
PIA,McLaren,103.623,2024,27.7,39.0,1016.0,False,38.1,197.0,438.0,4.94,4.12,True,GroundEffect,20,10.4,False,-0.82,1,6.003,0.45,Q1,baku,Mercedes
SAI,Ferrari,103.517,2024,27.3,38.0,1016.0,False,37.6,184.0,407.0,5.6,5.5,True,GroundEffect,20,10.3,False,-0.1,9,6.003,0.45,Q1,baku,Ferrari
PER,Red Bull Racing,103.436,2024,26.9,37.0,1016.2,False,37.0,143.0,446.0,8.19,5.19,True,GroundEffect,20,10.1,False,-3.0,13,6.003,0.32,Q1,baku,Honda RBPT
RUS,Mercedes,104.548,2024,26.7,36.0,1016.1,False,37.1,128.0,292.0,5.75,6.59,True,GroundEffect,20,10.4,False,0.84,5,6.003,0.44,Q1,baku,Mercedes
VER,Red Bull Racing,103.644,2024,27.2,35.0,1016.2,False,37.1,303.0,446.0,2.19,5.19,True,GroundEffect,20,9.9,False,3.0,9,6.003,0.68,Q1,baku,Honda RBPT
HAM,Mercedes,104.341,2024,27.3,33.0,1016.3,False,36.7,164.0,292.0,7.44,6.59,True,GroundEffect,20,9.4,False,-0.85,17,6.003,0.56,Q1,baku,Mercedes
HAM,Mercedes,103.436,2024,26.3,36.0,1016.3,False,34.8,164.0,292.0,7.44,6.59,True,GroundEffect,20,8.5,False,-0.85,17,6.003,0.56,Q1,baku,Mercedes
ALO,Aston Martin,104.132,2024,26.2,34.0,1016.4,False,34.7,50.0,74.0,9.62,10.81,True,GroundEffect,20,8.5,False,1.19,20,6.003,0.68,Q1,baku,Mercedes
COL,Williams,104.204,2024,26.5,32.0,1016.4,False,33.9,0.0,6.0,18.0,14.78,True,GroundEffect,20,7.4,False,-3.22,0,6.003,0.0,Q1,baku,Mercedes
ALB,Williams,104.207,2024,27.7,38.0,1016.1,False,38.4,6.0,6.0,13.0,14.78,True,GroundEffect,20,10.7,False,1.78,4,6.003,1.0,Q1,baku,Mercedes
BEA,Haas F1 Team,104.45,2024,27.2,38.0,1016.0,False,37.7,6.0,28.0,11.0,13.66,True,GroundEffect,20,10.5,False,2.66,0,6.003,0.21,Q1,baku,Ferrari
TSU,RB,104.531,2024,27.6,37.0,1016.1,False,37.5,22.0,34.0,11.88,12.41,True,GroundEffect,20,9.9,False,0.53,3,6.003,0.65,Q1,baku,Honda RBPT
TSU,RB,103.337,2024,26.6,36.0,1016.1,False,37.0,22.0,34.0,11.88,12.41,True,GroundEffect,20,10.4,False,0.53,3,6.003,0.65,Q1,baku,Honda RBPT
HUL,Haas F1 Team,105.473,2024,27.2,34.0,1016.2,False,36.9,22.0,28.0,11.88,13.66,True,GroundEffect,20,9.7,False,1.78,13,6.003,0.79,Q1,baku,Ferrari
HUL,Haas F1 Team,104.083,2024,27.2,33.0,1016.3,False,37.1,22.0,28.0,11.88,13.66,True,GroundEffect,20,9.9,False,1.78,13,6.003,0.79,Q1,baku,Ferrari
STR,Aston Martin,104.4,2024,26.1,34.0,1016.3,False,34.8,24.0,74.0,12.0,10.81,True,GroundEffect,20,8.7,False,-1.19,7,6.003,0.32,Q1,baku,Mercedes
RIC,RB,104.881,2024,26.5,32.0,1016.4,False,33.9,12.0,34.0,12.94,12.41,True,GroundEffect,20,7.4,False,-0.53,13,6.003,0.35,Q1,baku,Honda RBPT
RIC,RB,103.547,2024,27.3,39.0,1016.1,False,37.9,12.0,34.0,12.94,12.41,True,GroundEffect,20,10.6,False,-0.53,13,6.003,0.35,Q1,baku,Honda RBPT
GAS,Alpine,105.012,2024,27.7,38.0,1016.0,False,38.1,8.0,13.0,14.62,14.5,True,GroundEffect,20,10.4,False,-0.12,7,6.003,0.62,Q1,baku,Renault
GAS,Alpine,104.1,2024,27.7,39.0,1016.0,False,38.1,8.0,13.0,14.62,14.5,True,GroundEffect,20,10.4,False,-0.12,7,6.003,0.62,Q1,baku,Renault
NOR,McLaren,103.906,2024,27.2,38.0,1016.0,False,37.7,241.0,438.0,3.31,4.12,True,GroundEffect,20,10.5,False,0.81,5,6.003,0.55,Q1,baku,Mercedes
NOR,McLaren,103.609,2024,27.4,38.0,1016.1,False,38.0,241.0,438.0,3.31,4.12,True,GroundEffect,20,10.6,False,0.81,5,6.003,0.55,Q1,baku,Mercedes
